GAME DATE,Away Team,Home Team,LOCATION
9/26/2025,Royals,Athletics,Sutter Health Park - Sacramento
9/26/2025,Mets,Marlins,loanDepot park - Miami
9/26/2025,Reds,Brewers,American Family Field - Milwaukee
9/26/2025,Astros,Angels,Angel Stadium - Anaheim
9/26/2025,Rockies,Giants,Oracle Park - San Francisco
9/26/2025,Rangers,Guardians,Progressive Field - Cleveland
9/27/2025,Pirates,Braves,Truist Park - Atlanta
9/27/2025,Orioles,Yankees,Yankee Stadium - Bronx
9/27/2025,Tigers,Red Sox,Fenway Park - Boston
9/27/2025,Cardinals,Cubs,Wrigley Field - Chicago
9/27/2025,White Sox,Nationals,Nationals Park - Washington
9/27/2025,Rays,Blue Jays,Rogers Centre - Toronto
9/27/2025,Twins,Phillies,Citizens Bank Park - Philadelphia
9/27/2025,D-backs,Padres,Petco Park - San Diego
9/27/2025,Dodgers,Mariners,T-Mobile Park - Seattle
9/27/2025,Royals,Athletics,Sutter Health Park - Sacramento
9/27/2025,Mets,Marlins,loanDepot park - Miami
9/27/2025,Reds,Brewers,American Family Field - Milwaukee
9/27/2025,Astros,Angels,Angel Stadium - Anaheim
9/27/2025,Rockies,Giants,Oracle Park - San Francisco
9/27/2025,Rangers,Guardians,Progressive Field - Cleveland
9/28/2025,Pirates,Braves,Truist Park - Atlanta
9/28/2025,Orioles,Yankees,Yankee Stadium - Bronx
9/28/2025,Tigers,Red Sox,Fenway Park - Boston
9/28/2025,Cardinals,Cubs,Wrigley Field - Chicago
9/28/2025,White Sox,Nationals,Nationals Park - Washington
9/28/2025,Rays,Blue Jays,Rogers Centre - Toronto
9/28/2025,Twins,Phillies,Citizens Bank Park - Philadelphia
9/28/2025,D-backs,Padres,Petco Park - San Diego
9/28/2025,Dodgers,Mariners,T-Mobile Park - Seattle
9/28/2025,Royals,Athletics,Sutter Health Park - Sacramento
9/28/2025,Mets,Marlins,loanDepot park - Miami
9/28/2025,Reds,Brewers,American Family Field - Milwaukee
9/28/2025,Astros,Angels,Angel Stadium - Anaheim
9/28/2025,Rockies,Giants,Oracle Park - San Francisco
9/28/2025,Rangers,Guardians,Progressive Field - Cleveland
